"id","review","review_rating"
280,"Aladdin is one of the best-selling Genesis games of all time. Unlike most games that undeservedly sell ludicrous amounts of copied (I'm looking at you, Call of Duty), Aladdin actually deserves this distinction. It's a definitive masterpiece of a platform game, and everything included in its design was implemented to create one of the funnest games on the console.First things first, and probably what you'll initially notice when starting the game, is that the visuals here are outstanding, especially for the time, and it still holds up surprisingly well today. Aladdin (the game, not the character) looks as though you're playing the movie on your console. It really is that good. The color palette is constantly, unabashedly appealing, the character sprites are large, and much like the backgrounds, extensively detailed, and the enemies are all interesting and distinctive due to their aesthetic visual designs. The game looking as good as it does is in no small part to actual Disney animators that worked on the film this is based on animating the in-game sprites. This is the very first game to use this style of animation, and boy, does it show. Character movements are outstandingly fluid, small background animations fare just as well, and all-in-all, this is truly one of the best looking Genesis games you can get your hands on. Vectorman? Who's Vectorman?Now, the sheer beauty of the visuals wouldn't mean anything if there weren't a solid game backing them up. Thankfully, there absolutely is. Gameplay-wise, Aladdin can be best described as a platformer. However, it takes more than enough deviations from the established tropes of the genre to craft a memorable experience. Instead of jumping on enemies to dispatch of them, Aladdin wields a sword to slice his enemies to bits (ok, it's not THAT graphic. This is Disney, after all), or throws apples at foes, which he collects throughout the levels. Personally, I prefer the swordplay here. I mean, who wouldn't? The apples definitely have their uses, though, and become absolutely indispensable for some of the boss fights.The other main deviation the game takes from the platformer genre is in its level design. Through the use of foreground and background objects, Aladdin can search behind (or in front) of these to discover 1-ups, health pickups, gems (which are used to buy more 1-ups and continues), or more apples. This works exceedingly well, considering it adds depth, not only to the visuals, but to the actual level design and overarching gameplay. I consider this aspect (much like many other aspects of Aladdin) absolutely revolutionary for its time. This was the very first Genesis game I played, and at the time, I was so used to games that didn't have any visual depth to them, that this idea of searching behind background objects absolutely blew my mind. Like I said, it's still impressive to this day. I still think it's absolutely revolutionary.The level design, aside from the visuals and awesome swordplay, is probably the best thing about this game. It's hard to say, as so much of this game comes off as pure 16-bit gold. The levels here never overstay their welcome, and the game moves at a brisk pace. Generally, levels can take 3-5 minutes to complete if you're rushing through them, but thankfully, you'll have so much fun exploring these levels, looking for that last 1-up or partial health refill, that you can extend this time. Despite doing this, the game never, once feels as though it's dragging on. The pace feels impressively natural to the gameplay, and the levels, and visuals that accompany them, enforce this sentiment. You'll be running around the streets of Agrabah, traversing the desert, exploring dark, dank dungeons, escaping a lava avalanche (lava-lanche?) just to name a few, and these all feel appropriate from a game design perspective. Traversing the dungeon feels more like a maze level, with its branching paths and freedom of player-choice, and the escape from the lava-lanche (see? It works) is exhilirating. It's a sweaty hand, controller squeezing, heart racing experience, and it's easily the most exciting level in the game. The scrolling here is so fast, the lava looks as though you can see the heat coming right off of it, and all-in-all, every level may not be as impressive as this one, but they're certainly close. I can't stress enough how amazing these stages are.The audio here is just as outstanding as any other aspect in this game. I'd go as far to say that this is one of the best sounding games on Genesis. From the clear melodies, full bass tones, and near-perfect approximations of the music score, this is easily one of the most memorable soundtracks in all of gaming. Even the original songs stand out in the sense that they don't stand out. They feel right at home. You could have told me that these original tracks were taken straight from the film and then composed and converted to the Genesis FM Synth hardware, and I would have absolutely believed you. They actually hold their own in comparison to Disney songs. They truly are that great. The sound effects fare just as well. The voice samples are outstanding, and even put some voice samples I've heard on the SNES to shame (which, for the record, honestly isn't as surprising as you would initially think. Voice samples in Genesis games can sound absolutely superior to SNES games, if placed in the right hands).The control is nice and responsive, though the jumping physics may take a bit of time to get used to. From a stand-still, Aladdin doesn't jump nearly as far as he would from running. It's also worth noting that when changing your direction from left to right, the screen will snap to adjust to Aladdin's direction. Considering this is a Dave Perry/Doug TenNappel designed game, these aspects are almost expected  For those that are used to games like Earthworm Jim, it's not a problem. However, those that are expecting a game that controls like Super Mario World, stop it, and accept these controls for what they are. Objectively speaking, there's nothing wrong with them, and they absolutely are tight. Nothing here feels slippery, at all, and jumping, though a shallow learning curve is there, is absolutely spot-on and feels great once you know how to do it.Bonus stages are also here. There are two main bonus levels, one being a small, slot machine type game you play to earn extra lives, apples, gems and the like, and the other are stages where you get to play as Abu; Aladdin's pet monkey. The great thing about the Abu stages is that they're based on precise character placement, jumping, sword slashing (yes, even the cute monkey has a sword - awesome!), and collecting various items. These stages work well, in the sense that they enforce how tight the control really is in this game, and the animation on Abu, much like every single character in the game, is seriously astounding. For my money, this is one of the single best animated games of its generation, coming in at a close third to Earthworm Jim 1 & 2.I sincerely can't stress enough how enthralling this game is to play, as well as to look at. It really is beautiful from a visual aesthetic and technical design standpoint, and there really aren't too many games that matched its level of overall quality. This game is an all-time classic with good reason. It's one of the best games from its generation, it has that &#34;just right&#34; difficulty that many of its peers seem to be missing, and overall, you'd be doing yourself a disservice by passing it up. It's relatively cheap, and considering the quality of this game, it's an absolute steal. Buy this game, right now. There's no way you'll be disappointed with it.",5
281,"Batman forever was a game that wasn't even worth spending money on buying it those pour kids parents paid 50 bucks when it just came out and when they took it home to play it i bet you they said they spent all that money and it sucked this game was worse then Atari 2600s E.T. and that was the worst game ever made so you ever gave this game 5 stars i mean i like mortal kombat to but this game should be thrown in the trash with all the other garbage because it gave batman a bad reputation",1
282,"Comix zone is a fighting game where you are a comic book artist and you get pulled into your comic book i didn't get to play it on the genesis but i played it on the PSP and the x-box 360 i wish they would bring a collection of sega genesis games out on the ps vita but if your into comics and beat. em ups then look no further this games for you",5
283,"Missed this so much, i love it because it is based on the real story! Not only that, it is fun to play just for hours on end! Recommend this to anyone who likes Sega....",5
284,"I like the colors in this game. I feel like a free person. I get to play and run like a little cub. Way to go.",5
285,"My favorite Genesis game of all time. Arrived on time in decent condition, no case or instructional manual, but its Sonic, you go fast. You've done this before.",5
286,"Brings back memories and fun i used to have when i sat next to my brother and played this as a kid.As fun as it was when i was a kid, and still is!",5
287,"This game sucked big time you couldnt do nothing in it when you wanted to and was so hard you died after th first few shots and i was using a game genie for this game the first terminator game was better.",1
288,"I like X-Men 2: Clone Wars video game.  It is a lot of fun and better than the first X-Men game on Genesis.",4
289,"This right here is a 16 bit arcade wrestling game of all your favorite WWE 90's wrestlers like Shawn Michaels and thr undertaker and so on so if i was you i would buy the genesis version because the snes took out some wrestlers.",4
290,"This is one of the best games for the 64 and it sells for a fair price.  We all know Rare made some of the best games on the system and this was no exception.  To sum up the plot you are a driver is a set of various construction / destruction vehicles tasked with clearing the way for nuclear missiles.  If you don't clear the level the rockets go boom.As simple as the plot is the game play is as well.  It's as simple as driving and using a few cool moves and special weapons.  There are some basic puzzles at times along the way that challenge you to think ahead.Where the game really excels in my opinion is how you choose to way to end the game.  You can end at getting the weapons to their final place and launch the space shuttle, or you can go and get all the collectibles and open planetary travel.  Going through the planet levels is fun and trying to earn all gold medals and then platinum is very challenging and will really up your skills.Buy this game and have hours of fun!",5
291,"While modern games often get boring and feel exactly the same throughout the entire game, donkey kong always has something new around the corner. Its so fun to go explore. While its a tiny bit dated it was ahead of its time. This game showed the the N64 was capable of. Too bad microsoft ruined the chances of us getting another donkey kong like this. Imagine what they could do if they did something similar on the Wii U and put in as much effort into that game.",5
292,"works and is one of the best games of all time.",5
293,"Label is faded and peeling like it was left in the sun. The cartridge doesn't always start up. It also didn't come with the N64 RAM extension, but luckily I already had one. Barring these drawbacks, the game is fine.",3
294,"Collectibles, collectibles, collectibles. This game is all about collecting stuff. It's very different from past Donkey Kong games. No more are the pleasant side-scrolling levels of DK Island. This game almost feels like it should have been a Banjo-Kazooie game. A solid platformer with a killer introduction rap song keeps this game out of the fire.Fun Fact: Grant Kirkhope (the composer of Donkey Kong 64) provided the voice for Donkey Kong in this game.",5
295,"I haven't played this game since I was very little, and it was wonderful to be able to re-experience the magic. Great game, and arrived in the promised condition.",5
296,"Mischief makers is one of the most underrated titles of the Nintendo 64. It is an excellent platformer with some nifty controls, a large scale secret to unlock, and a lot of unique gameplay. I just wish there was another!",5
297,"I still love playing these old N64 games (and NES and SNES games for that matter) I had a lot of fun with this game in the past and always will.",5
298,"This is a classic to keep around. It is all about the real men of outer space. It made my childhood ever so complete. Rent it out.",5
299,"Nostalgia! This was the first game I ever played and I remember beating it....getting the black and white Yoshis and all the levels done etc but now that I come back to it (10+ years later) it's a lot harder than I remember. I still like it though, even if it's childish and simplistic I just can't help but enjoy myself playing it.... the art and combined music kinda makes me just...happy. I know it's not a favorite for everyone or even enjoyable for everyone and I am a bit biased because of my past but oh well. It's a cute game, if you have kids it would be very suitable for an introduction into the gaming world. It was mine~",5
300,"really fun, i bought it for my sister and she likes it too. similar to mario but yoshi so were good",5
